Date,Time,Duration,Region,Disruption_Type,Impact_Level,Infrastructure
2024-12-01,19:51,55,Asia,Signal Loss,High,GPS
2018-07-26,18:24,42,Oceania,Accuracy Drop,High,GPS
2023-05-29,13:34,13,Oceania,Timing Error,Medium,GPS
2019-03-03,19:07,3,Europe,Accuracy Drop,Low,GPS
2022-04-29,23:43,32,North America,Signal Loss,High,GPS
2021-09-10,16:50,24,Europe,Accuracy Drop,Medium,GPS
2016-03-09,16:22,51,North America,Signal Loss,High,GPS
2018-03-24,05:36,49,Oceania,Accuracy Drop,High,GPS
2022-01-09,19:00,15,Europe,Signal Loss,Medium,GPS
2020-12-31,15:14,3,North America,Accuracy Drop,Low,GPS
2020-03-01,20:37,21,Europe,Timing Error,Medium,GPS
2021-04-03,05:34,53,Oceania,Timing Error,High,GPS
2016-02-28,06:51,34,North America,Signal Loss,High,GPS
2023-03-15,01:25,39,Oceania,Timing Error,High,GPS
2015-06-03,10:42,18,Asia,Signal Loss,Medium,GPS
2024-05-31,00:22,18,Asia,Signal Loss,Medium,GPS
2017-08-26,19:29,27,Oceania,Timing Error,Medium,GPS
2018-06-27,08:29,52,Oceania,Accuracy Drop,High,GPS
2016-10-04,10:05,57,Oceania,Timing Error,High,GPS
2020-12-07,00:21,22,Europe,Accuracy Drop,Medium,GPS
2020-04-14,22:54,43,North America,Signal Loss,High,GPS
2021-01-07,01:49,51,North America,Accuracy Drop,High,GPS
2020-09-23,23:53,34,Oceania,Accuracy Drop,High,GPS
2021-02-15,03:43,19,Europe,Signal Loss,Medium,GPS
2022-09-29,01:35,55,Asia,Timing Error,High,GPS
2018-09-27,12:10,46,Asia,Timing Error,High,GPS
2022-04-28,22:32,4,North America,Accuracy Drop,Low,GPS
2017-05-12,20:41,40,Oceania,Timing Error,High,GPS
2022-01-24,13:45,13,Asia,Signal Loss,Medium,GPS
2019-04-13,10:04,30,Oceania,Signal Loss,Medium,GPS
2016-01-31,02:17,40,Europe,Timing Error,High,GPS
2018-04-24,21:18,48,Oceania,Timing Error,High,GPS
2016-08-12,18:56,5,Oceania,Timing Error,Low,GPS
2019-12-29,15:17,28,Asia,Timing Error,Medium,GPS
2024-11-09,18:46,57,Europe,Timing Error,High,GPS
2015-03-24,14:51,56,North America,Signal Loss,High,GPS
2016-12-28,01:29,59,North America,Accuracy Drop,High,GPS
2020-12-09,05:34,17,North America,Timing Error,Medium,GPS
2022-01-10,21:19,40,Europe,Signal Loss,High,GPS
2024-10-25,10:36,12,North America,Accuracy Drop,Medium,GPS
2022-06-27,16:50,57,North America,Signal Loss,High,GPS
2023-07-24,22:32,11,North America,Timing Error,Medium,GPS
2015-08-08,00:41,35,North America,Signal Loss,High,GPS
2018-09-08,03:56,14,Europe,Signal Loss,Medium,GPS
2020-09-23,08:40,19,Europe,Timing Error,Medium,GPS
2018-08-05,01:57,27,Oceania,Timing Error,Medium,GPS
2018-01-22,04:54,24,North America,Timing Error,Medium,GPS
2021-05-18,10:16,39,North America,Signal Loss,High,GPS
2020-07-03,16:07,49,Oceania,Accuracy Drop,High,GPS
2015-11-11,12:44,34,Europe,Accuracy Drop,High,GPS
2023-03-19,18:47,50,Asia,Timing Error,High,GPS
2024-01-15,18:59,33,Asia,Timing Error,High,GPS
2017-12-16,16:26,52,Asia,Timing Error,High,GPS
2017-09-05,13:11,2,Oceania,Signal Loss,Low,GPS
2023-09-15,23:08,34,Europe,Signal Loss,High,GPS
2022-10-17,16:17,5,Oceania,Signal Loss,Low,GPS
2015-07-11,15:12,35,Europe,Accuracy Drop,High,GPS
2021-01-13,11:20,48,Oceania,Accuracy Drop,High,GPS
2019-01-21,14:23,48,Europe,Timing Error,High,GPS
2022-02-02,15:39,57,Europe,Accuracy Drop,High,GPS
2018-07-15,06:51,1,North America,Accuracy Drop,Low,GPS
2018-09-02,07:51,20,North America,Signal Loss,Medium,GPS
2022-12-28,14:35,28,Europe,Accuracy Drop,Medium,GPS
2016-11-26,16:16,43,Europe,Accuracy Drop,High,GPS
2015-06-21,08:25,40,Oceania,Signal Loss,High,GPS
2019-09-18,04:28,53,Asia,Timing Error,High,GPS
2023-04-26,14:12,37,Asia,Signal Loss,High,GPS
2024-02-14,15:49,12,North America,Signal Loss,Medium,GPS
2024-05-22,05:56,41,Asia,Timing Error,High,GPS
2018-08-06,12:36,4,North America,Timing Error,Low,GPS
2018-05-21,06:42,41,Asia,Signal Loss,High,GPS
2016-01-07,17:16,16,Oceania,Timing Error,Medium,GPS
2018-10-04,00:15,37,Asia,Accuracy Drop,High,GPS
2016-07-27,08:27,11,Asia,Timing Error,Medium,GPS
2024-08-25,04:15,13,Asia,Timing Error,Medium,GPS
2018-03-14,09:14,44,North America,Timing Error,High,GPS
2022-01-23,07:21,6,North America,Timing Error,Low,GPS
2022-08-02,06:16,15,Asia,Signal Loss,Medium,GPS
2021-04-06,17:46,38,North America,Timing Error,High,GPS
2015-05-22,15:24,1,Asia,Signal Loss,Low,GPS
2020-08-23,04:14,53,Oceania,Accuracy Drop,High,GPS
2016-10-29,03:55,27,Asia,Timing Error,Medium,GPS
2015-04-07,16:45,49,North America,Accuracy Drop,High,GPS
2016-10-11,14:45,46,North America,Signal Loss,High,GPS
2016-12-01,22:02,18,North America,Signal Loss,Medium,GPS
2020-02-01,01:24,59,Oceania,Accuracy Drop,High,GPS
2017-09-27,06:05,47,Oceania,Signal Loss,High,GPS
2017-08-05,20:29,53,Oceania,Timing Error,High,GPS
2015-10-15,01:16,54,Oceania,Timing Error,High,GPS
2018-10-11,20:36,43,Oceania,Signal Loss,High,GPS
2020-08-25,22:29,27,Asia,Accuracy Drop,Medium,GPS
2018-10-27,03:00,17,Oceania,Signal Loss,Medium,GPS
2018-04-16,23:04,4,Europe,Accuracy Drop,Low,GPS
2015-09-17,18:09,13,Europe,Timing Error,Medium,GPS
2018-10-15,11:42,19,Europe,Timing Error,Medium,GPS
2022-10-19,20:06,21,Oceania,Signal Loss,Medium,GPS
2022-09-03,23:32,36,Oceania,Accuracy Drop,High,GPS
2021-08-04,20:19,43,North America,Accuracy Drop,High,GPS
2020-12-24,01:02,30,Asia,Signal Loss,Medium,GPS
2015-09-27,13:33,6,Asia,Timing Error,Low,GPS
2020-05-31,19:08,6,Oceania,Accuracy Drop,Low,GPS
2023-04-02,00:24,31,Oceania,Timing Error,High,GPS
2016-04-28,04:59,11,Asia,Accuracy Drop,Medium,GPS
2016-10-30,14:45,56,Oceania,Signal Loss,High,GPS
2017-11-24,11:55,33,Asia,Accuracy Drop,High,GPS
2021-03-07,16:18,15,Asia,Signal Loss,Medium,GPS
2016-09-03,07:32,52,North America,Signal Loss,High,GPS
2022-02-01,00:51,26,Europe,Signal Loss,Medium,GPS
2021-01-31,22:12,36,Asia,Timing Error,High,GPS
2017-12-19,11:16,49,Oceania,Timing Error,High,GPS
2024-11-22,01:01,25,Asia,Timing Error,Medium,GPS
2015-04-23,20:10,27,Europe,Signal Loss,Medium,GPS
2017-04-21,04:41,33,Oceania,Signal Loss,High,GPS
2022-05-19,11:43,4,North America,Accuracy Drop,Low,GPS
2017-11-09,02:30,46,North America,Signal Loss,High,GPS
2021-01-16,16:29,54,North America,Timing Error,High,GPS
2017-02-03,23:01,1,Europe,Signal Loss,Low,GPS
2019-03-18,20:23,4,Oceania,Signal Loss,Low,GPS
2022-09-20,20:22,45,Asia,Timing Error,High,GPS
2020-11-19,12:05,25,Oceania,Timing Error,Medium,GPS
2015-12-04,12:51,20,Europe,Accuracy Drop,Medium,GPS
2017-08-21,18:52,15,North America,Accuracy Drop,Medium,GPS
2020-11-26,02:23,34,Asia,Accuracy Drop,High,GPS
2022-04-11,22:52,44,Oceania,Signal Loss,High,GPS
2017-12-29,07:01,26,North America,Accuracy Drop,Medium,GPS
2022-01-09,09:27,24,Oceania,Signal Loss,Medium,GPS
2019-05-23,17:06,53,Europe,Accuracy Drop,High,GPS
2024-09-02,22:25,6,Oceania,Signal Loss,Low,GPS
2019-11-06,07:17,31,Oceania,Signal Loss,High,GPS
2019-11-16,17:49,25,Asia,Accuracy Drop,Medium,GPS
2022-02-03,19:56,12,North America,Timing Error,Medium,GPS
2016-07-06,03:53,15,North America,Timing Error,Medium,GPS
2015-03-13,22:35,58,North America,Timing Error,High,GPS
2020-03-27,00:50,30,Europe,Timing Error,Medium,GPS
2024-01-11,16:20,8,North America,Signal Loss,Low,GPS
2021-09-03,06:10,35,Oceania,Accuracy Drop,High,GPS
2024-12-14,14:38,50,Asia,Accuracy Drop,High,GPS
2023-06-08,10:04,38,Asia,Accuracy Drop,High,GPS
2021-09-18,22:12,7,North America,Timing Error,Low,GPS
2024-06-05,09:01,58,Europe,Timing Error,High,GPS
2017-06-16,10:15,5,Asia,Timing Error,Low,GPS
2020-07-08,00:37,46,Oceania,Accuracy Drop,High,GPS
2017-09-25,17:51,1,Asia,Timing Error,Low,GPS
2015-02-06,03:58,17,Europe,Accuracy Drop,Medium,GPS
2019-10-17,13:59,29,Asia,Signal Loss,Medium,GPS
2021-10-02,05:08,25,Oceania,Accuracy Drop,Medium,GPS
2020-09-07,17:44,29,Asia,Timing Error,Medium,GPS
2018-07-31,13:40,38,Oceania,Accuracy Drop,High,GPS
2017-06-08,16:35,33,Oceania,Accuracy Drop,High,GPS
2023-04-18,06:59,57,Asia,Signal Loss,High,GPS
2023-09-19,16:40,29,Oceania,Accuracy Drop,Medium,GPS
2015-01-01,02:44,5,Asia,Timing Error,Low,GPS
2018-04-08,02:07,41,Europe,Signal Loss,High,GPS
2023-01-17,16:41,14,Europe,Timing Error,Medium,GPS
2015-08-26,17:56,53,Asia,Signal Loss,High,GPS
2023-09-24,20:18,43,North America,Signal Loss,High,GPS
2015-02-26,13:09,6,Oceania,Timing Error,Low,GPS
2023-08-27,10:56,26,Asia,Accuracy Drop,Medium,GPS
2016-10-30,12:26,22,Oceania,Timing Error,Medium,GPS
2021-11-14,08:44,5,Asia,Timing Error,Low,GPS
2022-03-15,06:14,42,Europe,Signal Loss,High,GPS
2023-04-25,04:11,16,Europe,Signal Loss,Medium,GPS
2017-05-30,20:17,8,Oceania,Timing Error,Low,GPS
2021-11-06,12:40,53,Asia,Accuracy Drop,High,GPS
2016-01-08,11:11,52,North America,Accuracy Drop,High,GPS
2017-10-25,19:24,14,Asia,Signal Loss,Medium,GPS
2019-11-21,00:05,3,Oceania,Timing Error,Low,GPS
2021-11-11,03:36,56,Europe,Signal Loss,High,GPS
2017-06-15,02:59,57,Asia,Accuracy Drop,High,GPS
2023-08-17,21:36,11,North America,Signal Loss,Medium,GPS
2020-07-12,17:54,38,Oceania,Timing Error,High,GPS
2021-03-30,05:43,50,Asia,Accuracy Drop,High,GPS
2015-04-19,03:42,17,Oceania,Signal Loss,Medium,GPS
2020-07-13,07:38,23,North America,Accuracy Drop,Medium,GPS
2018-02-11,19:28,5,Europe,Accuracy Drop,Low,GPS
2023-04-15,18:09,49,Asia,Accuracy Drop,High,GPS
2020-03-14,11:14,4,Europe,Accuracy Drop,Low,GPS
2015-09-06,05:54,39,Europe,Accuracy Drop,High,GPS
2017-06-14,13:49,6,Oceania,Accuracy Drop,Low,GPS
2024-06-05,00:03,29,Asia,Signal Loss,Medium,GPS
2018-12-20,03:02,59,Oceania,Timing Error,High,GPS
2015-09-21,15:49,55,North America,Accuracy Drop,High,GPS
2023-07-16,06:16,53,North America,Accuracy Drop,High,GPS
2021-10-14,11:55,52,Oceania,Signal Loss,High,GPS
2023-05-18,02:12,15,North America,Signal Loss,Medium,GPS
2022-08-18,01:46,50,Oceania,Timing Error,High,GPS
2023-10-18,12:07,58,Europe,Accuracy Drop,High,GPS
2021-02-20,23:20,22,Asia,Timing Error,Medium,GPS
2020-09-26,10:24,27,Oceania,Accuracy Drop,Medium,GPS
2018-03-13,18:02,7,Oceania,Timing Error,Low,GPS
2023-04-11,20:14,36,Asia,Timing Error,High,GPS
2023-07-05,02:52,20,North America,Timing Error,Medium,GPS
2016-07-20,15:34,55,Europe,Accuracy Drop,High,GPS
2017-07-03,09:18,51,North America,Timing Error,High,GPS
2016-09-24,01:43,45,Europe,Accuracy Drop,High,GPS
2019-07-27,02:06,30,Oceania,Accuracy Drop,Medium,GPS
2023-06-19,12:10,32,North America,Accuracy Drop,High,GPS
2019-01-01,03:12,19,Oceania,Signal Loss,Medium,GPS
2016-12-05,10:43,50,North America,Accuracy Drop,High,GPS
2020-12-21,08:22,39,North America,Timing Error,High,GPS
2019-12-22,19:24,50,Europe,Timing Error,High,GPS
2020-05-09,02:28,56,Europe,Accuracy Drop,High,GPS
2018-07-19,01:20,53,Asia,Timing Error,High,GPS
2018-06-18,03:54,29,Europe,Timing Error,Medium,GPS
2019-04-03,13:58,1,North America,Timing Error,Low,GPS
2024-07-31,06:00,44,North America,Signal Loss,High,GPS
2016-09-05,18:37,4,Oceania,Accuracy Drop,Low,GPS
2018-09-11,18:41,59,Europe,Signal Loss,High,GPS
2017-08-02,12:42,29,Asia,Signal Loss,Medium,GPS
2020-01-17,14:01,32,Asia,Timing Error,High,GPS
2023-06-30,07:40,16,North America,Signal Loss,Medium,GPS
2020-01-29,11:59,37,Oceania,Accuracy Drop,High,GPS
2021-06-10,03:14,56,Europe,Accuracy Drop,High,GPS
2022-09-12,11:56,27,Europe,Signal Loss,Medium,GPS
2015-01-20,15:19,27,Europe,Accuracy Drop,Medium,GPS
2015-08-26,08:18,14,North America,Timing Error,Medium,GPS
2016-06-09,01:25,15,North America,Timing Error,Medium,GPS
2020-01-24,17:37,51,Oceania,Signal Loss,High,GPS
2015-01-29,22:30,10,Asia,Timing Error,Low,GPS
2024-02-01,12:38,37,Europe,Signal Loss,High,GPS
2020-08-31,00:38,37,Asia,Signal Loss,High,GPS
2019-12-09,05:49,59,Oceania,Accuracy Drop,High,GPS
2020-01-10,13:16,15,Europe,Timing Error,Medium,GPS
2019-09-14,16:59,41,Oceania,Signal Loss,High,GPS
2020-08-08,13:19,35,Asia,Signal Loss,High,GPS
2016-12-14,06:29,7,Europe,Signal Loss,Low,GPS
2022-02-22,14:37,51,Oceania,Signal Loss,High,GPS
2016-02-11,06:46,53,Europe,Timing Error,High,GPS
2022-05-25,00:45,20,Asia,Accuracy Drop,Medium,GPS
2019-10-18,11:25,53,Oceania,Accuracy Drop,High,GPS
2015-03-06,00:20,27,Oceania,Accuracy Drop,Medium,GPS
2015-05-06,13:12,39,Europe,Signal Loss,High,GPS
2024-08-12,14:33,15,Oceania,Signal Loss,Medium,GPS
2019-05-27,01:45,48,Asia,Timing Error,High,GPS
2021-03-15,05:53,10,Asia,Signal Loss,Low,GPS
2015-08-05,19:16,36,Oceania,Signal Loss,High,GPS
2020-04-10,22:25,54,North America,Timing Error,High,GPS
2015-05-17,08:17,55,North America,Signal Loss,High,GPS
2017-06-01,06:29,3,North America,Timing Error,Low,GPS
2022-04-02,19:54,17,Asia,Signal Loss,Medium,GPS
2015-02-21,21:30,46,Asia,Timing Error,High,GPS
2024-03-02,13:20,26,Oceania,Signal Loss,Medium,GPS
2016-07-27,09:05,14,North America,Timing Error,Medium,GPS
2015-04-06,19:03,55,Asia,Signal Loss,High,GPS
2015-01-22,00:02,32,Asia,Timing Error,High,GPS
2022-02-08,11:51,17,Oceania,Timing Error,Medium,GPS
2021-10-21,11:04,36,Europe,Signal Loss,High,GPS
2019-07-11,04:49,52,North America,Timing Error,High,GPS
2023-01-21,14:31,48,Oceania,Timing Error,High,GPS
2016-03-04,15:43,14,North America,Accuracy Drop,Medium,GPS
2018-09-11,21:12,8,Oceania,Accuracy Drop,Low,GPS
2019-07-31,20:54,16,North America,Signal Loss,Medium,GPS
2021-02-09,00:36,37,North America,Timing Error,High,GPS
2020-02-05,04:46,21,North America,Timing Error,Medium,GPS
2015-03-18,21:38,32,North America,Timing Error,High,GPS
2019-07-17,17:01,56,Oceania,Signal Loss,High,GPS
2017-10-18,00:39,37,North America,Signal Loss,High,GPS
2019-08-07,09:39,51,North America,Signal Loss,High,GPS
2023-09-14,08:48,9,Asia,Signal Loss,Low,GPS
2018-06-21,07:43,7,Oceania,Accuracy Drop,Low,GPS
2022-05-30,12:06,21,Oceania,Accuracy Drop,Medium,GPS
2022-09-27,16:56,28,Oceania,Accuracy Drop,Medium,GPS
2015-09-08,18:28,8,North America,Timing Error,Low,GPS
2015-08-29,20:28,23,Asia,Signal Loss,Medium,GPS
2019-12-14,23:22,47,Oceania,Signal Loss,High,GPS
2021-10-23,16:01,40,Asia,Signal Loss,High,GPS
2018-07-21,05:07,51,Asia,Timing Error,High,GPS
2021-06-11,09:31,31,Europe,Timing Error,High,GPS
2023-03-12,16:26,15,Europe,Signal Loss,Medium,GPS
2017-12-05,02:54,32,Europe,Accuracy Drop,High,GPS
2022-12-17,15:49,56,North America,Signal Loss,High,GPS
2015-03-15,03:59,32,Oceania,Accuracy Drop,High,GPS
2017-10-22,01:50,36,Oceania,Accuracy Drop,High,GPS
2020-06-25,23:08,45,North America,Accuracy Drop,High,GPS
2022-11-15,03:27,25,North America,Signal Loss,Medium,GPS
2018-11-27,05:05,48,Asia,Timing Error,High,GPS
2021-01-17,16:05,30,Asia,Timing Error,Medium,GPS
2024-11-04,07:59,46,Europe,Timing Error,High,GPS
2019-07-22,22:34,44,North America,Accuracy Drop,High,GPS
2016-03-22,04:25,57,Asia,Accuracy Drop,High,GPS
2024-05-01,05:33,20,North America,Accuracy Drop,Medium,GPS
2019-04-27,18:11,25,Asia,Accuracy Drop,Medium,GPS
2021-07-13,14:45,27,Europe,Timing Error,Medium,GPS
2023-02-24,16:11,12,Europe,Accuracy Drop,Medium,GPS
2020-11-17,10:19,46,Asia,Signal Loss,High,GPS
2023-08-27,10:40,24,North America,Accuracy Drop,Medium,GPS
2019-03-11,08:21,26,Europe,Timing Error,Medium,GPS
2015-03-23,21:41,3,Asia,Accuracy Drop,Low,GPS
2017-07-31,20:30,43,Europe,Accuracy Drop,High,GPS
2024-08-18,02:40,50,Europe,Timing Error,High,GPS
2017-05-19,13:09,6,Asia,Accuracy Drop,Low,GPS
2022-09-01,07:51,58,Oceania,Signal Loss,High,GPS
2018-03-29,05:06,7,North America,Timing Error,Low,GPS
2016-07-02,21:44,2,Europe,Signal Loss,Low,GPS
2021-06-21,06:02,44,North America,Accuracy Drop,High,GPS
2023-03-05,01:26,33,Oceania,Signal Loss,High,GPS
2020-08-03,10:19,34,Asia,Timing Error,High,GPS
2019-05-05,14:55,56,Asia,Accuracy Drop,High,GPS
2024-06-17,00:35,26,Asia,Accuracy Drop,Medium,GPS
2018-01-19,06:50,5,Europe,Accuracy Drop,Low,GPS
2015-03-09,18:54,34,Oceania,Accuracy Drop,High,GPS
2024-12-06,09:21,58,Asia,Accuracy Drop,High,GPS
2024-10-24,00:53,48,Oceania,Signal Loss,High,GPS
2015-08-09,02:45,7,Oceania,Signal Loss,Low,GPS
2017-01-10,01:04,28,Oceania,Signal Loss,Medium,GPS
2022-11-12,06:20,40,Oceania,Signal Loss,High,GPS
2018-09-08,21:45,29,Europe,Timing Error,Medium,GPS
2020-12-19,17:40,59,North America,Timing Error,High,GPS
2022-08-04,23:43,7,Asia,Timing Error,Low,GPS
2017-12-19,10:05,50,Asia,Accuracy Drop,High,GPS
2016-08-01,11:11,31,Europe,Signal Loss,High,GPS
2019-07-25,19:10,1,North America,Accuracy Drop,Low,GPS
2019-08-24,21:57,17,Oceania,Accuracy Drop,Medium,GPS
2024-12-15,12:37,33,Europe,Accuracy Drop,High,GPS
2024-07-01,04:36,22,North America,Accuracy Drop,Medium,GPS
2015-09-21,19:41,31,Asia,Accuracy Drop,High,GPS
2017-11-26,16:00,33,North America,Signal Loss,High,GPS
2018-11-25,12:52,22,Europe,Accuracy Drop,Medium,GPS
2016-12-15,10:19,46,Asia,Signal Loss,High,GPS
2018-03-21,07:44,52,Europe,Timing Error,High,GPS
2018-06-15,07:11,5,North America,Accuracy Drop,Low,GPS
2018-03-09,09:09,40,North America,Signal Loss,High,GPS
2023-10-07,00:08,35,Europe,Signal Loss,High,GPS
2022-07-03,06:28,27,Oceania,Timing Error,Medium,GPS
2018-09-18,18:08,16,Oceania,Timing Error,Medium,GPS
2024-11-08,19:15,59,North America,Signal Loss,High,GPS
2022-05-23,16:05,3,North America,Accuracy Drop,Low,GPS
2023-02-26,02:09,55,Europe,Signal Loss,High,GPS
2023-04-28,19:48,25,Oceania,Signal Loss,Medium,GPS
2018-05-07,17:11,44,Europe,Timing Error,High,GPS
2021-09-18,03:15,33,Oceania,Accuracy Drop,High,GPS
2020-07-30,03:15,24,North America,Signal Loss,Medium,GPS
2022-03-19,16:01,36,Asia,Timing Error,High,GPS
2019-03-23,06:19,23,North America,Timing Error,Medium,GPS
2024-11-07,05:48,16,North America,Signal Loss,Medium,GPS
2015-02-14,18:44,38,Europe,Signal Loss,High,GPS
2018-08-06,01:50,17,Oceania,Timing Error,Medium,GPS
2015-10-04,19:12,1,Oceania,Timing Error,Low,GPS
2022-08-29,15:30,22,North America,Signal Loss,Medium,GPS
2017-12-27,17:21,12,Asia,Signal Loss,Medium,GPS
2019-11-18,18:02,46,North America,Signal Loss,High,GPS
2015-01-31,22:10,5,Asia,Timing Error,Low,GPS
2023-01-25,19:22,52,North America,Accuracy Drop,High,GPS
2018-09-18,15:37,50,Europe,Signal Loss,High,GPS
2024-01-16,14:05,20,North America,Accuracy Drop,Medium,GPS
2018-12-02,15:38,28,Europe,Signal Loss,Medium,GPS
2019-09-13,23:43,19,Oceania,Timing Error,Medium,GPS
2016-05-11,15:24,17,North America,Timing Error,Medium,GPS
2020-07-01,08:13,30,Oceania,Timing Error,Medium,GPS
2020-06-10,20:54,3,North America,Accuracy Drop,Low,GPS
2018-01-29,16:21,20,Oceania,Signal Loss,Medium,GPS
2023-08-05,04:43,18,North America,Accuracy Drop,Medium,GPS
2017-09-23,09:50,32,Asia,Signal Loss,High,GPS
2020-12-25,21:11,7,Europe,Accuracy Drop,Low,GPS
2021-06-02,17:24,13,Oceania,Accuracy Drop,Medium,GPS
2015-05-11,12:55,33,Asia,Timing Error,High,GPS
2018-04-30,04:33,33,North America,Timing Error,High,GPS
2019-06-06,05:52,8,Asia,Timing Error,Low,GPS
2020-11-26,19:18,30,Oceania,Timing Error,Medium,GPS
2024-06-18,11:46,45,Asia,Signal Loss,High,GPS
2022-10-23,02:04,11,Europe,Timing Error,Medium,GPS
2024-02-13,18:43,2,North America,Signal Loss,Low,GPS
2020-12-06,11:48,42,North America,Accuracy Drop,High,GPS
2020-07-19,12:36,8,Oceania,Timing Error,Low,GPS
2016-01-27,07:46,32,North America,Signal Loss,High,GPS
2019-02-12,05:07,9,Asia,Accuracy Drop,Low,GPS
2023-06-07,23:51,52,Oceania,Signal Loss,High,GPS
2015-08-31,12:57,25,North America,Signal Loss,Medium,GPS
2019-10-03,05:32,53,Europe,Timing Error,High,GPS
2023-05-26,13:59,7,North America,Timing Error,Low,GPS
2015-02-26,08:00,56,Europe,Accuracy Drop,High,GPS
2018-03-14,14:31,52,Asia,Timing Error,High,GPS
2022-08-19,01:10,15,Oceania,Signal Loss,Medium,GPS
2018-05-30,02:41,15,Oceania,Accuracy Drop,Medium,GPS
2021-10-28,10:02,5,Asia,Accuracy Drop,Low,GPS
2018-12-04,06:03,22,Europe,Signal Loss,Medium,GPS
2018-10-19,04:36,54,Asia,Timing Error,High,GPS
2017-04-08,19:33,22,Oceania,Timing Error,Medium,GPS
2019-12-06,14:19,59,Asia,Accuracy Drop,High,GPS
2024-10-16,12:58,58,Asia,Timing Error,High,GPS
2022-07-11,16:56,9,North America,Signal Loss,Low,GPS
2024-09-27,05:23,7,Oceania,Accuracy Drop,Low,GPS
2021-04-10,23:05,9,Europe,Accuracy Drop,Low,GPS
2015-05-14,02:05,48,Oceania,Signal Loss,High,GPS
2022-10-28,20:14,42,Oceania,Timing Error,High,GPS
2018-04-18,04:41,24,Oceania,Signal Loss,Medium,GPS
2021-06-24,21:09,31,North America,Timing Error,High,GPS
2018-04-20,13:12,56,Europe,Timing Error,High,GPS
2019-02-03,08:04,44,Oceania,Timing Error,High,GPS
2020-12-31,13:07,59,Oceania,Signal Loss,High,GPS
2019-01-10,06:16,33,North America,Timing Error,High,GPS
2015-08-04,23:33,11,North America,Signal Loss,Medium,GPS
2023-08-27,04:28,8,Asia,Signal Loss,Low,GPS
2016-08-13,00:08,12,Oceania,Accuracy Drop,Medium,GPS
2016-06-01,12:46,37,Asia,Timing Error,High,GPS
2016-10-16,12:41,55,Oceania,Signal Loss,High,GPS
2016-12-31,11:35,39,North America,Signal Loss,High,GPS
2015-01-07,05:51,37,Oceania,Accuracy Drop,High,GPS
2018-08-29,16:08,57,Oceania,Timing Error,High,GPS
2015-03-07,04:42,45,Oceania,Timing Error,High,GPS
2022-03-15,21:02,10,Oceania,Timing Error,Low,GPS
2022-12-28,07:50,3,Europe,Timing Error,Low,GPS
2018-02-18,08:44,11,Oceania,Timing Error,Medium,GPS
2015-10-12,09:31,54,Europe,Signal Loss,High,GPS
2022-07-27,08:45,18,Oceania,Timing Error,Medium,GPS
2019-12-17,22:33,46,Oceania,Accuracy Drop,High,GPS
2017-07-05,04:04,1,Europe,Timing Error,Low,GPS
2024-10-28,15:36,19,Oceania,Signal Loss,Medium,GPS
2019-06-30,02:56,33,Oceania,Accuracy Drop,High,GPS
2023-05-21,22:32,32,Oceania,Accuracy Drop,High,GPS
2024-06-22,20:32,49,Asia,Signal Loss,High,GPS
2019-04-29,22:10,42,Europe,Accuracy Drop,High,GPS
2015-11-17,14:12,10,Oceania,Accuracy Drop,Low,GPS
2016-05-03,00:58,36,Asia,Accuracy Drop,High,GPS
2024-04-24,09:04,8,Asia,Signal Loss,Low,GPS
2018-04-21,03:01,16,North America,Signal Loss,Medium,GPS
2023-12-28,22:59,10,Oceania,Timing Error,Low,GPS
2016-08-01,10:56,24,Asia,Signal Loss,Medium,GPS
2018-05-20,18:59,45,Oceania,Accuracy Drop,High,GPS
2015-04-23,14:44,42,North America,Signal Loss,High,GPS
2022-08-23,22:16,17,Oceania,Accuracy Drop,Medium,GPS
2019-02-14,14:32,42,Oceania,Timing Error,High,GPS
2017-10-11,10:35,25,Europe,Accuracy Drop,Medium,GPS
2022-10-30,05:44,10,North America,Timing Error,Low,GPS
2017-10-20,01:50,1,Europe,Accuracy Drop,Low,GPS
2018-07-14,13:41,46,Oceania,Timing Error,High,GPS
2015-12-30,18:13,1,North America,Accuracy Drop,Low,GPS
2016-06-19,19:54,18,Europe,Signal Loss,Medium,GPS
2016-11-14,02:35,52,North America,Timing Error,High,GPS
2015-10-03,08:09,44,Oceania,Accuracy Drop,High,GPS
2023-01-19,13:28,30,Asia,Timing Error,Medium,GPS
2016-09-16,07:43,30,Asia,Timing Error,Medium,GPS
2023-11-13,20:37,49,Europe,Signal Loss,High,GPS
2021-04-11,10:43,42,North America,Accuracy Drop,High,GPS
2024-02-03,14:03,53,Oceania,Signal Loss,High,GPS
2022-06-20,12:20,37,North America,Accuracy Drop,High,GPS
2023-01-06,06:45,12,Oceania,Signal Loss,Medium,GPS
2023-01-15,12:18,53,North America,Signal Loss,High,GPS
2021-05-01,20:17,38,Asia,Accuracy Drop,High,GPS
2015-07-05,02:55,38,North America,Accuracy Drop,High,GPS
2020-05-20,00:20,7,Europe,Timing Error,Low,GPS
2016-08-06,23:38,28,Oceania,Accuracy Drop,Medium,GPS
2022-12-17,06:38,54,North America,Accuracy Drop,High,GPS
2024-12-06,02:58,29,Europe,Accuracy Drop,Medium,GPS
2015-10-10,18:27,36,Europe,Signal Loss,High,GPS
2022-11-13,15:22,12,North America,Signal Loss,Medium,GPS
2021-09-07,13:18,33,Europe,Timing Error,High,GPS
2022-03-10,05:54,31,Asia,Timing Error,High,GPS
