Hour,Month,DayOfWeek,Infrastructure,Speed,Direction,Width,Impact_Level
21,6,3,Power Grid,845.0,Unknown,181.0,High
17,3,0,Power Grid,845.0,Unknown,181.0,High
17,12,5,Power Grid,845.0,Unknown,181.0,High
9,8,2,Power Grid,845.0,Unknown,181.0,Low
22,1,3,Power Grid,845.0,Unknown,181.0,Medium
16,12,0,Power Grid,845.0,Unknown,181.0,High
0,7,5,Power Grid,845.0,Unknown,181.0,High
2,2,5,Power Grid,845.0,Unknown,181.0,Medium
12,9,4,Power Grid,845.0,Unknown,181.0,High
3,11,0,Power Grid,845.0,Unknown,181.0,Medium
15,6,2,Power Grid,845.0,Unknown,181.0,Low
15,6,1,Power Grid,845.0,Unknown,181.0,Medium
13,7,3,Power Grid,845.0,Unknown,181.0,Medium
1,2,2,Power Grid,845.0,Unknown,181.0,High
13,3,4,Power Grid,845.0,Unknown,181.0,Low
18,1,0,Power Grid,845.0,Unknown,181.0,High
18,5,3,Power Grid,845.0,Unknown,181.0,Low
11,4,6,Power Grid,845.0,Unknown,181.0,Low
13,11,3,Power Grid,845.0,Unknown,181.0,Low
19,3,6,Power Grid,845.0,Unknown,181.0,Low
7,10,6,Power Grid,845.0,Unknown,181.0,High
0,1,6,Power Grid,845.0,Unknown,181.0,High
23,5,3,Power Grid,845.0,Unknown,181.0,Medium
23,10,1,Power Grid,845.0,Unknown,181.0,High
14,11,6,Power Grid,845.0,Unknown,181.0,Low
16,5,3,Power Grid,845.0,Unknown,181.0,Medium
23,11,2,Power Grid,845.0,Unknown,181.0,Medium
5,12,1,Power Grid,845.0,Unknown,181.0,High
16,11,2,Power Grid,845.0,Unknown,181.0,Low
3,6,0,Power Grid,845.0,Unknown,181.0,Medium
0,6,1,Power Grid,845.0,Unknown,181.0,Medium
16,5,4,Power Grid,845.0,Unknown,181.0,High
21,6,4,Power Grid,845.0,Unknown,181.0,High
2,7,3,Power Grid,845.0,Unknown,181.0,Medium
12,4,2,Power Grid,845.0,Unknown,181.0,Low
19,6,0,Power Grid,845.0,Unknown,181.0,Low
2,7,6,Power Grid,845.0,Unknown,181.0,High
22,5,3,Power Grid,845.0,Unknown,181.0,High
23,8,6,Power Grid,845.0,Unknown,181.0,High
19,3,0,Power Grid,845.0,Unknown,181.0,Low
14,12,0,Power Grid,845.0,Unknown,181.0,Medium
11,9,1,Power Grid,845.0,Unknown,181.0,High
18,2,2,Power Grid,845.0,Unknown,181.0,Medium
17,3,1,Power Grid,845.0,Unknown,181.0,High
10,3,1,Power Grid,845.0,Unknown,181.0,Low
12,3,5,Power Grid,845.0,Unknown,181.0,Low
15,3,0,Power Grid,845.0,Unknown,181.0,Low
4,5,1,Power Grid,845.0,Unknown,181.0,Low
0,3,1,Power Grid,845.0,Unknown,181.0,Low
16,4,3,Power Grid,845.0,Unknown,181.0,High
5,7,2,Power Grid,845.0,Unknown,181.0,High
3,4,2,Power Grid,845.0,Unknown,181.0,High
19,12,3,Power Grid,845.0,Unknown,181.0,Medium
6,2,6,Power Grid,845.0,Unknown,181.0,Low
10,6,0,Power Grid,845.0,Unknown,181.0,Low
0,9,2,Power Grid,845.0,Unknown,181.0,High
19,12,4,Power Grid,845.0,Unknown,181.0,Medium
19,9,2,Power Grid,845.0,Unknown,181.0,Low
8,5,0,Power Grid,845.0,Unknown,181.0,Low
17,5,5,Power Grid,845.0,Unknown,181.0,High
13,8,6,Power Grid,845.0,Unknown,181.0,Low
13,1,1,Power Grid,845.0,Unknown,181.0,Low
21,12,1,Power Grid,845.0,Unknown,181.0,Medium
6,6,5,Power Grid,845.0,Unknown,181.0,High
14,12,6,Power Grid,845.0,Unknown,181.0,Low
1,3,3,Power Grid,845.0,Unknown,181.0,Low
23,8,2,Power Grid,845.0,Unknown,181.0,Low
1,6,1,Power Grid,845.0,Unknown,181.0,Low
2,10,2,Power Grid,845.0,Unknown,181.0,High
22,12,5,Power Grid,845.0,Unknown,181.0,Medium
23,10,2,Power Grid,845.0,Unknown,181.0,Low
6,3,5,Power Grid,845.0,Unknown,181.0,Medium
18,9,2,Power Grid,845.0,Unknown,181.0,High
18,12,3,Power Grid,845.0,Unknown,181.0,Medium
3,10,0,Power Grid,845.0,Unknown,181.0,High
9,1,5,Power Grid,845.0,Unknown,181.0,Low
11,6,3,Power Grid,845.0,Unknown,181.0,High
18,6,1,Power Grid,845.0,Unknown,181.0,Medium
1,10,4,Power Grid,845.0,Unknown,181.0,Low
18,1,6,Power Grid,845.0,Unknown,181.0,High
10,10,4,Power Grid,845.0,Unknown,181.0,Medium
22,8,0,Power Grid,845.0,Unknown,181.0,High
15,5,1,Power Grid,845.0,Unknown,181.0,High
3,5,4,Power Grid,845.0,Unknown,181.0,High
7,9,0,Power Grid,845.0,Unknown,181.0,High
10,1,6,Power Grid,845.0,Unknown,181.0,High
3,5,5,Power Grid,845.0,Unknown,181.0,Medium
13,9,4,Power Grid,845.0,Unknown,181.0,High
9,5,1,Power Grid,845.0,Unknown,181.0,Medium
17,2,0,Power Grid,845.0,Unknown,181.0,High
1,8,2,Power Grid,845.0,Unknown,181.0,Medium
4,9,0,Power Grid,845.0,Unknown,181.0,Low
6,3,6,Power Grid,845.0,Unknown,181.0,Medium
22,4,1,Power Grid,845.0,Unknown,181.0,Medium
21,12,3,Power Grid,845.0,Unknown,181.0,High
15,12,2,Power Grid,845.0,Unknown,181.0,Medium
17,4,0,Power Grid,845.0,Unknown,181.0,High
12,3,2,Power Grid,845.0,Unknown,181.0,Medium
3,8,6,Power Grid,845.0,Unknown,181.0,Low
21,10,0,Power Grid,845.0,Unknown,181.0,Medium
2,11,2,Power Grid,845.0,Unknown,181.0,Medium
12,9,2,Power Grid,845.0,Unknown,181.0,High
0,3,1,Power Grid,845.0,Unknown,181.0,Medium
6,6,1,Power Grid,845.0,Unknown,181.0,High
0,3,5,Power Grid,845.0,Unknown,181.0,High
0,6,2,Power Grid,845.0,Unknown,181.0,Medium
23,1,1,Power Grid,845.0,Unknown,181.0,Low
19,12,1,Power Grid,845.0,Unknown,181.0,Low
12,11,0,Power Grid,845.0,Unknown,181.0,High
6,3,1,Power Grid,845.0,Unknown,181.0,High
16,10,3,Power Grid,845.0,Unknown,181.0,Low
20,10,0,Power Grid,845.0,Unknown,181.0,Medium
15,2,1,Power Grid,845.0,Unknown,181.0,Low
5,12,0,Power Grid,845.0,Unknown,181.0,Low
18,9,1,Power Grid,845.0,Unknown,181.0,High
16,5,2,Power Grid,845.0,Unknown,181.0,High
6,12,2,Power Grid,845.0,Unknown,181.0,High
9,5,6,Power Grid,845.0,Unknown,181.0,High
14,3,1,Power Grid,845.0,Unknown,181.0,Medium
14,2,6,Power Grid,845.0,Unknown,181.0,Medium
6,1,5,Power Grid,845.0,Unknown,181.0,Low
2,1,1,Power Grid,845.0,Unknown,181.0,High
5,6,4,Power Grid,845.0,Unknown,181.0,Medium
17,7,1,Power Grid,845.0,Unknown,181.0,High
19,10,0,Power Grid,845.0,Unknown,181.0,High
8,11,4,Power Grid,845.0,Unknown,181.0,High
0,12,4,Power Grid,845.0,Unknown,181.0,High
12,4,1,Power Grid,845.0,Unknown,181.0,Medium
20,7,4,Power Grid,845.0,Unknown,181.0,Medium
16,1,4,Power Grid,845.0,Unknown,181.0,Medium
6,5,3,Power Grid,845.0,Unknown,181.0,Medium
16,12,4,Power Grid,845.0,Unknown,181.0,High
5,4,1,Power Grid,845.0,Unknown,181.0,High
18,3,4,Power Grid,845.0,Unknown,181.0,High
13,8,6,Power Grid,845.0,Unknown,181.0,Medium
2,2,2,Power Grid,845.0,Unknown,181.0,Medium
15,9,5,Power Grid,845.0,Unknown,181.0,High
17,5,2,Power Grid,845.0,Unknown,181.0,Low
5,8,1,Power Grid,845.0,Unknown,181.0,Low
11,9,1,Power Grid,845.0,Unknown,181.0,High
9,11,6,Power Grid,845.0,Unknown,181.0,High
18,1,5,Power Grid,845.0,Unknown,181.0,High
1,9,0,Power Grid,845.0,Unknown,181.0,High
7,4,1,Power Grid,845.0,Unknown,181.0,High
3,11,5,Power Grid,845.0,Unknown,181.0,Medium
21,10,4,Power Grid,845.0,Unknown,181.0,Medium
17,5,6,Power Grid,845.0,Unknown,181.0,High
2,7,1,Power Grid,845.0,Unknown,181.0,Low
12,10,1,Power Grid,845.0,Unknown,181.0,High
19,6,3,Power Grid,845.0,Unknown,181.0,High
7,10,4,Power Grid,845.0,Unknown,181.0,Low
17,3,3,Power Grid,845.0,Unknown,181.0,Medium
19,9,3,Power Grid,845.0,Unknown,181.0,Low
21,4,6,Power Grid,845.0,Unknown,181.0,High
12,4,6,Power Grid,845.0,Unknown,181.0,High
0,9,1,Power Grid,845.0,Unknown,181.0,Medium
13,2,4,Power Grid,845.0,Unknown,181.0,High
10,7,4,Power Grid,845.0,Unknown,181.0,Medium
16,7,0,Power Grid,845.0,Unknown,181.0,Low
8,2,6,Power Grid,845.0,Unknown,181.0,Low
23,2,1,Power Grid,845.0,Unknown,181.0,Medium
22,7,6,Power Grid,845.0,Unknown,181.0,Medium
19,12,1,Power Grid,845.0,Unknown,181.0,High
0,12,4,Power Grid,845.0,Unknown,181.0,Medium
13,11,5,Power Grid,845.0,Unknown,181.0,High
19,1,4,Power Grid,845.0,Unknown,181.0,High
22,4,3,Power Grid,845.0,Unknown,181.0,Medium
22,7,0,Power Grid,845.0,Unknown,181.0,Medium
19,9,1,Power Grid,845.0,Unknown,181.0,Low
2,11,3,Power Grid,845.0,Unknown,181.0,Low
18,2,6,Power Grid,845.0,Unknown,181.0,Low
21,9,5,Power Grid,845.0,Unknown,181.0,Medium
21,12,2,Power Grid,845.0,Unknown,181.0,High
20,11,5,Power Grid,845.0,Unknown,181.0,High
6,2,5,Power Grid,845.0,Unknown,181.0,High
17,10,0,Power Grid,845.0,Unknown,181.0,Low
8,4,5,Power Grid,845.0,Unknown,181.0,High
12,7,6,Power Grid,845.0,Unknown,181.0,Low
19,9,3,Power Grid,845.0,Unknown,181.0,Medium
11,8,0,Power Grid,845.0,Unknown,181.0,High
15,6,3,Power Grid,845.0,Unknown,181.0,Medium
20,7,3,Power Grid,845.0,Unknown,181.0,Low
13,12,4,Power Grid,845.0,Unknown,181.0,High
10,11,1,Power Grid,845.0,Unknown,181.0,Medium
11,2,0,Power Grid,845.0,Unknown,181.0,High
14,2,2,Power Grid,845.0,Unknown,181.0,Low
4,9,5,Power Grid,845.0,Unknown,181.0,Medium
2,4,6,Power Grid,845.0,Unknown,181.0,Low
0,3,6,Power Grid,845.0,Unknown,181.0,Medium
22,10,5,Power Grid,845.0,Unknown,181.0,High
17,11,5,Power Grid,845.0,Unknown,181.0,Low
17,9,3,Power Grid,845.0,Unknown,181.0,Low
18,9,2,Power Grid,845.0,Unknown,181.0,High
11,5,0,Power Grid,845.0,Unknown,181.0,High
23,1,6,Power Grid,845.0,Unknown,181.0,High
4,8,6,Power Grid,845.0,Unknown,181.0,Medium
17,3,2,Power Grid,845.0,Unknown,181.0,Medium
16,7,3,Power Grid,845.0,Unknown,181.0,Medium
14,3,4,Power Grid,845.0,Unknown,181.0,High
3,2,2,Power Grid,845.0,Unknown,181.0,High
11,4,2,Power Grid,845.0,Unknown,181.0,High
4,1,6,Power Grid,845.0,Unknown,181.0,Low
5,9,5,Power Grid,845.0,Unknown,181.0,High
10,7,4,Power Grid,845.0,Unknown,181.0,High
20,7,3,Power Grid,845.0,Unknown,181.0,High
7,12,1,Power Grid,845.0,Unknown,181.0,High
3,2,4,Power Grid,845.0,Unknown,181.0,Medium
12,5,4,Power Grid,845.0,Unknown,181.0,Medium
13,9,2,Power Grid,845.0,Unknown,181.0,Medium
23,4,6,Power Grid,845.0,Unknown,181.0,High
23,12,0,Power Grid,845.0,Unknown,181.0,Medium
21,12,4,Power Grid,845.0,Unknown,181.0,High
23,5,4,Power Grid,845.0,Unknown,181.0,Medium
18,4,2,Power Grid,845.0,Unknown,181.0,Low
16,10,6,Power Grid,845.0,Unknown,181.0,High
11,10,6,Power Grid,845.0,Unknown,181.0,Low
11,5,6,Power Grid,845.0,Unknown,181.0,Medium
21,7,4,Power Grid,845.0,Unknown,181.0,High
14,6,0,Power Grid,845.0,Unknown,181.0,Medium
20,2,4,Power Grid,845.0,Unknown,181.0,High
14,8,6,Power Grid,845.0,Unknown,181.0,Low
20,8,1,Power Grid,845.0,Unknown,181.0,High
9,6,6,Power Grid,845.0,Unknown,181.0,High
2,9,3,Power Grid,845.0,Unknown,181.0,High
8,4,1,Power Grid,845.0,Unknown,181.0,High
17,2,6,Power Grid,845.0,Unknown,181.0,High
18,12,0,Power Grid,845.0,Unknown,181.0,Low
11,1,1,Power Grid,845.0,Unknown,181.0,High
4,5,2,Power Grid,845.0,Unknown,181.0,Medium
0,9,2,Power Grid,845.0,Unknown,181.0,Low
13,1,0,Power Grid,845.0,Unknown,181.0,Low
3,4,4,Power Grid,845.0,Unknown,181.0,Medium
12,12,2,Power Grid,845.0,Unknown,181.0,Medium
10,7,4,Power Grid,845.0,Unknown,181.0,High
11,7,5,Power Grid,845.0,Unknown,181.0,High
21,1,1,Power Grid,845.0,Unknown,181.0,High
8,11,5,Power Grid,845.0,Unknown,181.0,Low
12,12,1,Power Grid,845.0,Unknown,181.0,High
3,6,2,Power Grid,845.0,Unknown,181.0,Low
17,2,1,Power Grid,845.0,Unknown,181.0,Medium
17,10,1,Power Grid,845.0,Unknown,181.0,Low
16,11,6,Power Grid,845.0,Unknown,181.0,Low
8,10,5,Power Grid,845.0,Unknown,181.0,High
9,2,1,Power Grid,845.0,Unknown,181.0,Low
9,4,6,Power Grid,845.0,Unknown,181.0,High
18,10,2,Power Grid,845.0,Unknown,181.0,High
2,3,2,Power Grid,845.0,Unknown,181.0,Low
0,8,2,Power Grid,845.0,Unknown,181.0,High
1,11,0,Power Grid,845.0,Unknown,181.0,Medium
7,9,0,Power Grid,845.0,Unknown,181.0,High
16,11,5,Power Grid,845.0,Unknown,181.0,High
13,10,1,Power Grid,845.0,Unknown,181.0,Medium
11,2,0,Power Grid,845.0,Unknown,181.0,High
8,1,0,Power Grid,845.0,Unknown,181.0,Medium
10,7,0,Power Grid,845.0,Unknown,181.0,Low
12,8,2,Power Grid,845.0,Unknown,181.0,High
4,1,1,Power Grid,845.0,Unknown,181.0,High
5,7,2,Power Grid,845.0,Unknown,181.0,High
18,3,3,Power Grid,845.0,Unknown,181.0,Medium
13,9,1,Power Grid,845.0,Unknown,181.0,High
22,4,3,Power Grid,845.0,Unknown,181.0,Low
1,11,4,Power Grid,845.0,Unknown,181.0,High
6,11,4,Power Grid,845.0,Unknown,181.0,High
1,12,5,Power Grid,845.0,Unknown,181.0,Medium
13,5,4,Power Grid,845.0,Unknown,181.0,Medium
0,6,6,Power Grid,845.0,Unknown,181.0,Low
23,11,1,Power Grid,845.0,Unknown,181.0,Medium
4,9,1,Power Grid,845.0,Unknown,181.0,High
21,6,5,Power Grid,845.0,Unknown,181.0,Medium
16,9,3,Power Grid,845.0,Unknown,181.0,High
16,7,6,Power Grid,845.0,Unknown,181.0,Low
15,7,1,Power Grid,845.0,Unknown,181.0,Low
14,12,1,Power Grid,845.0,Unknown,181.0,Low
22,2,4,Power Grid,845.0,Unknown,181.0,Low
11,10,6,Power Grid,845.0,Unknown,181.0,Medium
22,10,5,Power Grid,845.0,Unknown,181.0,Medium
1,3,4,Power Grid,845.0,Unknown,181.0,High
13,4,2,Power Grid,845.0,Unknown,181.0,High
0,2,4,Power Grid,845.0,Unknown,181.0,Low
15,6,2,Power Grid,845.0,Unknown,181.0,Low
12,9,1,Power Grid,845.0,Unknown,181.0,Medium
0,7,3,Power Grid,845.0,Unknown,181.0,High
16,12,2,Power Grid,845.0,Unknown,181.0,Low
20,8,1,Power Grid,845.0,Unknown,181.0,High
14,2,4,Power Grid,845.0,Unknown,181.0,Medium
7,6,3,Power Grid,845.0,Unknown,181.0,High
14,11,4,Power Grid,845.0,Unknown,181.0,High
1,11,1,Power Grid,845.0,Unknown,181.0,High
9,1,5,Power Grid,845.0,Unknown,181.0,Medium
12,7,0,Power Grid,845.0,Unknown,181.0,High
20,12,6,Power Grid,845.0,Unknown,181.0,High
18,9,0,Power Grid,845.0,Unknown,181.0,Medium
23,11,4,Power Grid,845.0,Unknown,181.0,High
6,6,3,Power Grid,845.0,Unknown,181.0,High
6,9,4,Power Grid,845.0,Unknown,181.0,Low
16,2,5,Power Grid,845.0,Unknown,181.0,High
12,7,1,Power Grid,845.0,Unknown,181.0,Low
4,7,4,Power Grid,845.0,Unknown,181.0,Low
2,2,0,Power Grid,845.0,Unknown,181.0,High
20,11,4,Power Grid,845.0,Unknown,181.0,High
4,4,4,Power Grid,845.0,Unknown,181.0,Low
22,7,0,Power Grid,845.0,Unknown,181.0,Medium
12,6,0,Power Grid,845.0,Unknown,181.0,High
0,4,3,Power Grid,845.0,Unknown,181.0,High
7,10,2,Power Grid,845.0,Unknown,181.0,Low
16,11,4,Power Grid,845.0,Unknown,181.0,High
10,7,2,Power Grid,845.0,Unknown,181.0,Medium
20,10,1,Power Grid,845.0,Unknown,181.0,High
23,11,2,Power Grid,845.0,Unknown,181.0,Medium
22,10,2,Power Grid,845.0,Unknown,181.0,Medium
7,6,4,Power Grid,845.0,Unknown,181.0,Low
10,1,4,Power Grid,845.0,Unknown,181.0,Low
4,5,0,Power Grid,845.0,Unknown,181.0,High
2,12,4,Power Grid,845.0,Unknown,181.0,High
19,7,3,Power Grid,845.0,Unknown,181.0,Low
9,10,1,Power Grid,845.0,Unknown,181.0,High
14,4,3,Power Grid,845.0,Unknown,181.0,High
20,4,0,Power Grid,845.0,Unknown,181.0,Medium
18,9,1,Power Grid,845.0,Unknown,181.0,Low
5,1,5,Power Grid,845.0,Unknown,181.0,Medium
9,6,5,Power Grid,845.0,Unknown,181.0,High
12,6,1,Power Grid,845.0,Unknown,181.0,High
8,11,2,Power Grid,845.0,Unknown,181.0,High
4,3,1,Power Grid,845.0,Unknown,181.0,High
18,2,4,Power Grid,845.0,Unknown,181.0,High
4,3,0,Power Grid,845.0,Unknown,181.0,Medium
5,10,3,Power Grid,845.0,Unknown,181.0,Low
1,6,5,Power Grid,845.0,Unknown,181.0,High
23,12,0,Power Grid,845.0,Unknown,181.0,High
22,6,3,Power Grid,845.0,Unknown,181.0,High
5,9,2,Power Grid,845.0,Unknown,181.0,Medium
3,9,4,Power Grid,845.0,Unknown,181.0,High
12,8,5,Power Grid,845.0,Unknown,181.0,Medium
15,3,2,Power Grid,845.0,Unknown,181.0,Medium
23,12,3,Power Grid,845.0,Unknown,181.0,Low
3,9,4,Power Grid,845.0,Unknown,181.0,High
12,12,3,Power Grid,845.0,Unknown,181.0,High
12,10,6,Power Grid,845.0,Unknown,181.0,High
15,3,1,Power Grid,845.0,Unknown,181.0,High
12,8,4,Power Grid,845.0,Unknown,181.0,Medium
17,4,4,Power Grid,845.0,Unknown,181.0,Medium
15,2,2,Power Grid,845.0,Unknown,181.0,High
18,1,4,Power Grid,845.0,Unknown,181.0,High
18,1,4,Power Grid,845.0,Unknown,181.0,Medium
5,7,5,Power Grid,845.0,Unknown,181.0,Low
0,1,0,Power Grid,845.0,Unknown,181.0,Low
8,10,0,Power Grid,845.0,Unknown,181.0,Medium
22,5,5,Power Grid,845.0,Unknown,181.0,Medium
20,8,5,Power Grid,845.0,Unknown,181.0,Medium
10,7,4,Power Grid,845.0,Unknown,181.0,Low
19,2,1,Power Grid,845.0,Unknown,181.0,High
14,2,1,Power Grid,845.0,Unknown,181.0,Medium
11,11,2,Power Grid,845.0,Unknown,181.0,Medium
10,3,2,Power Grid,845.0,Unknown,181.0,Medium
22,10,0,Power Grid,845.0,Unknown,181.0,High
1,2,3,Power Grid,845.0,Unknown,181.0,Low
15,11,6,Power Grid,845.0,Unknown,181.0,High
5,9,6,Power Grid,845.0,Unknown,181.0,Low
5,10,1,Power Grid,845.0,Unknown,181.0,Medium
15,4,0,Power Grid,845.0,Unknown,181.0,High
9,10,1,Power Grid,845.0,Unknown,181.0,Medium
4,6,6,Power Grid,845.0,Unknown,181.0,High
0,12,4,Power Grid,845.0,Unknown,181.0,High
21,2,1,Power Grid,845.0,Unknown,181.0,Low
3,7,1,Power Grid,845.0,Unknown,181.0,Low
17,4,6,Power Grid,845.0,Unknown,181.0,Medium
6,5,2,Power Grid,845.0,Unknown,181.0,Medium
15,3,6,Power Grid,845.0,Unknown,181.0,Low
20,12,2,Power Grid,845.0,Unknown,181.0,High
0,9,4,Power Grid,845.0,Unknown,181.0,Low
3,5,0,Power Grid,845.0,Unknown,181.0,Low
6,2,3,Power Grid,845.0,Unknown,181.0,Medium
18,3,5,Power Grid,845.0,Unknown,181.0,Medium
18,4,0,Power Grid,845.0,Unknown,181.0,High
1,5,3,Power Grid,845.0,Unknown,181.0,Low
4,3,6,Power Grid,845.0,Unknown,181.0,High
21,1,3,Power Grid,845.0,Unknown,181.0,High
21,9,2,Power Grid,845.0,Unknown,181.0,Medium
13,9,5,Power Grid,845.0,Unknown,181.0,Low
17,10,5,Power Grid,845.0,Unknown,181.0,High
19,1,1,Power Grid,845.0,Unknown,181.0,Low
12,4,6,Power Grid,845.0,Unknown,181.0,Low
8,5,2,Power Grid,845.0,Unknown,181.0,Medium
15,11,6,Power Grid,845.0,Unknown,181.0,Medium
5,12,2,Power Grid,845.0,Unknown,181.0,High
21,8,3,Power Grid,845.0,Unknown,181.0,Low
20,11,6,Power Grid,845.0,Unknown,181.0,High
10,10,5,Power Grid,845.0,Unknown,181.0,High
2,10,5,Power Grid,845.0,Unknown,181.0,High
11,4,6,Power Grid,845.0,Unknown,181.0,Low
23,5,0,Power Grid,845.0,Unknown,181.0,Low
8,11,5,Power Grid,845.0,Unknown,181.0,Low
13,10,4,Power Grid,845.0,Unknown,181.0,Medium
17,8,0,Power Grid,845.0,Unknown,181.0,High
4,12,4,Power Grid,845.0,Unknown,181.0,Medium
4,4,0,Power Grid,845.0,Unknown,181.0,Medium
1,12,5,Power Grid,845.0,Unknown,181.0,High
13,5,6,Power Grid,845.0,Unknown,181.0,High
22,5,1,Power Grid,845.0,Unknown,181.0,High
14,1,3,Power Grid,845.0,Unknown,181.0,Medium
23,5,0,Power Grid,845.0,Unknown,181.0,High
6,7,4,Power Grid,845.0,Unknown,181.0,Medium
21,11,4,Power Grid,845.0,Unknown,181.0,High
16,8,0,Power Grid,845.0,Unknown,181.0,Medium
0,9,4,Power Grid,845.0,Unknown,181.0,Medium
23,6,1,Satellite,845.0,Unknown,181.0,Medium
18,9,2,Satellite,845.0,Unknown,181.0,High
22,5,5,Satellite,845.0,Unknown,181.0,Low
4,6,6,Satellite,845.0,Unknown,181.0,High
22,2,6,Satellite,845.0,Unknown,181.0,High
0,1,6,Satellite,845.0,Unknown,181.0,Low
12,10,3,Satellite,845.0,Unknown,181.0,Low
22,11,2,Satellite,845.0,Unknown,181.0,Medium
16,8,4,Satellite,845.0,Unknown,181.0,Medium
13,3,2,Satellite,845.0,Unknown,181.0,Medium
3,3,3,Satellite,845.0,Unknown,181.0,Low
7,2,4,Satellite,845.0,Unknown,181.0,Low
2,9,5,Satellite,845.0,Unknown,181.0,High
17,6,4,Satellite,845.0,Unknown,181.0,High
19,1,6,Satellite,845.0,Unknown,181.0,Medium
11,9,2,Satellite,845.0,Unknown,181.0,High
0,7,6,Satellite,845.0,Unknown,181.0,Low
3,9,5,Satellite,845.0,Unknown,181.0,High
22,11,3,Satellite,845.0,Unknown,181.0,Low
8,8,2,Satellite,845.0,Unknown,181.0,Low
7,8,3,Satellite,845.0,Unknown,181.0,High
13,1,1,Satellite,845.0,Unknown,181.0,Low
19,2,4,Satellite,845.0,Unknown,181.0,Medium
8,11,1,Satellite,845.0,Unknown,181.0,Low
8,12,2,Satellite,845.0,Unknown,181.0,Medium
1,12,0,Satellite,845.0,Unknown,181.0,High
20,10,2,Satellite,845.0,Unknown,181.0,Medium
15,2,1,Satellite,845.0,Unknown,181.0,Medium
17,4,6,Satellite,845.0,Unknown,181.0,Low
4,2,1,Satellite,845.0,Unknown,181.0,Low
20,7,5,Satellite,845.0,Unknown,181.0,Medium
8,2,4,Satellite,845.0,Unknown,181.0,Low
2,5,4,Satellite,845.0,Unknown,181.0,Low
7,12,5,Satellite,845.0,Unknown,181.0,High
10,3,4,Satellite,845.0,Unknown,181.0,Medium
10,4,1,Satellite,845.0,Unknown,181.0,High
15,8,3,Satellite,845.0,Unknown,181.0,Low
7,1,1,Satellite,845.0,Unknown,181.0,Medium
22,7,1,Satellite,845.0,Unknown,181.0,Medium
8,7,3,Satellite,845.0,Unknown,181.0,Low
2,2,1,Satellite,845.0,Unknown,181.0,Low
21,12,5,Satellite,845.0,Unknown,181.0,Low
18,8,3,Satellite,845.0,Unknown,181.0,Low
14,11,4,Satellite,845.0,Unknown,181.0,Low
22,11,6,Satellite,845.0,Unknown,181.0,High
7,12,5,Satellite,845.0,Unknown,181.0,High
7,6,5,Satellite,845.0,Unknown,181.0,High
11,9,2,Satellite,845.0,Unknown,181.0,Low
1,5,3,Satellite,845.0,Unknown,181.0,Medium
0,3,1,Satellite,845.0,Unknown,181.0,Medium
8,4,4,Satellite,845.0,Unknown,181.0,High
7,1,2,Satellite,845.0,Unknown,181.0,Low
7,5,1,Satellite,845.0,Unknown,181.0,Low
2,5,0,Satellite,845.0,Unknown,181.0,Low
22,12,4,Satellite,845.0,Unknown,181.0,High
1,2,0,Satellite,845.0,Unknown,181.0,Medium
5,1,0,Satellite,845.0,Unknown,181.0,High
16,5,4,Satellite,845.0,Unknown,181.0,Low
2,7,4,Satellite,845.0,Unknown,181.0,Medium
6,1,1,Satellite,845.0,Unknown,181.0,Low
5,10,4,Satellite,845.0,Unknown,181.0,Low
11,3,3,Satellite,845.0,Unknown,181.0,High
13,7,4,Satellite,845.0,Unknown,181.0,Low
18,9,3,Satellite,845.0,Unknown,181.0,Medium
2,7,3,Satellite,845.0,Unknown,181.0,Low
7,12,4,Satellite,845.0,Unknown,181.0,High
16,7,0,Satellite,845.0,Unknown,181.0,Medium
7,3,0,Satellite,845.0,Unknown,181.0,Low
13,12,6,Satellite,845.0,Unknown,181.0,Medium
7,4,3,Satellite,845.0,Unknown,181.0,Medium
18,9,4,Satellite,845.0,Unknown,181.0,Low
4,8,2,Satellite,845.0,Unknown,181.0,Low
22,2,6,Satellite,845.0,Unknown,181.0,High
19,6,2,Satellite,845.0,Unknown,181.0,Medium
8,9,2,Satellite,845.0,Unknown,181.0,High
14,6,2,Satellite,845.0,Unknown,181.0,Low
10,8,0,Satellite,845.0,Unknown,181.0,Low
8,6,1,Satellite,845.0,Unknown,181.0,Low
20,11,6,Satellite,845.0,Unknown,181.0,Low
5,12,0,Satellite,845.0,Unknown,181.0,Low
14,3,0,Satellite,845.0,Unknown,181.0,Low
1,4,4,Satellite,845.0,Unknown,181.0,Low
19,5,3,Satellite,845.0,Unknown,181.0,Medium
0,8,0,Satellite,845.0,Unknown,181.0,High
20,7,3,Satellite,845.0,Unknown,181.0,High
12,4,1,Satellite,845.0,Unknown,181.0,Medium
12,11,1,Satellite,845.0,Unknown,181.0,Medium
5,10,5,Satellite,845.0,Unknown,181.0,Medium
14,11,4,Satellite,845.0,Unknown,181.0,Medium
17,11,4,Satellite,845.0,Unknown,181.0,Low
2,2,1,Satellite,845.0,Unknown,181.0,Low
23,5,1,Satellite,845.0,Unknown,181.0,High
13,6,3,Satellite,845.0,Unknown,181.0,Medium
21,1,3,Satellite,845.0,Unknown,181.0,Medium
14,8,1,Satellite,845.0,Unknown,181.0,High
14,5,4,Satellite,845.0,Unknown,181.0,High
5,7,5,Satellite,845.0,Unknown,181.0,Medium
12,9,6,Satellite,845.0,Unknown,181.0,Medium
